有價證券代號,有價證券名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
 上櫃認購(售)權證  ,,,,,,,
734066,先進光中信22購01,TW22Z7340666,2022/07/20,上櫃,,RWSCCE,
734067,茂達中信21購01,TW22Z7340674,2022/07/20,上櫃,,RWSCCE,
734068,精材中信22購01,TW22Z7340682,2022/07/20,上櫃,,RWSCCE,
734069,久元永豐21購01,TW22Z7340690,2022/07/20,上櫃,,RWSCCA,
734070,台半永豐21購02,TW22Z7340708,2022/07/20,上櫃,,RWSCCA,
734071,先進光永豐21購01,TW22Z7340716,2022/07/20,上櫃,,RWSCCA,
734072,宏捷科永豐21購02,TW22Z7340724,2022/07/20,上櫃,,RWSCCA,
734073,越峰永豐21購01,TW22Z7340732,2022/07/20,上櫃,,RWSCCA,
734074,群聯永豐21購02,TW22Z7340740,2022/07/20,上櫃,,RWSCCA,
734075,榮剛永豐21購01,TW22Z7340757,2022/07/20,上櫃,,RWSCCA,
734076,元太元大23購06,TW22Z7340765,2022/07/20,上櫃,,RWSCCA,
734077,元太元大23購07,TW22Z7340773,2022/07/20,上櫃,,RWSCCA,
734078,元太元大23購08,TW22Z7340781,2022/07/20,上櫃,,RWSCCA,
734079,健喬元大23購01,TW22Z7340799,2022/07/20,上櫃,,RWSCCA,
734080,健喬元大23購02,TW22Z7340807,2022/07/20,上櫃,,RWSCCA,
734081,晶宏元大23購02,TW22Z7340815,2022/07/20,上櫃,,RWSCCA,
734082,智擎元大23購01,TW22Z7340823,2022/07/20,上櫃,,RWSCCA,
734083,群聯元大23購02,TW22Z7340831,2022/07/20,上櫃,,RWSCCA,
734084,環球晶元大23購04,TW22Z7340849,2022/07/20,上櫃,,RWSCCA,
734085,環球晶元大25購02,TW22Z7340856,2022/07/20,上櫃,,RWSCCA,
734086,漢磊麥證21購01,TW22Z7340864,2022/07/21,上櫃,,RWSCCE,
734087,北基國票21購01,TW22Z7340872,2022/07/21,上櫃,,RWSCCA,
734088,亞信國票22購01,TW22Z7340880,2022/07/21,上櫃,,RWSCCA,
734089,晶焱國票21購01,TW22Z7340898,2022/07/21,上櫃,,RWSCCA,
734090,越峰國票22購02,TW22Z7340906,2022/07/21,上櫃,,RWSCCA,
734091,越峰國票22購03,TW22Z7340914,2022/07/21,上櫃,,RWSCCA,
734092,鈊象國票22購03,TW22Z7340922,2022/07/21,上櫃,,RWSCCA,
734093,鈺太國票21購01,TW22Z7340930,2022/07/21,上櫃,,RWSCCA,
734094,譜瑞國票22購01,TW22Z7340948,2022/07/21,上櫃,,RWSCCA,
734095,晶呈元富22購01,TW22Z7340955,2022/07/21,上櫃,,RWSCCA,
734096,晶呈元富22購02,TW22Z7340963,2022/07/21,上櫃,,RWSCCA,
734097,越峰元富21購02,TW22Z7340971,2022/07/21,上櫃,,RWSCCA,
734098,鈺創元富21購02,TW22Z7340989,2022/07/21,上櫃,,RWSCCA,
734099,譜瑞元富21購01,TW22Z7340997,2022/07/21,上櫃,,RWSCCA,
734100,譜瑞元富24購01,TW22Z7341003,2022/07/21,上櫃,,RWSCCA,
734101,元太凱基22購04,TW22Z7341011,2022/07/21,上櫃,,RWSCCA,
734102,元太凱基22購05,TW22Z7341029,2022/07/21,上櫃,,RWSCCA,
734103,昇達科凱基22購02,TW22Z7341037,2022/07/21,上櫃,,RWSCCA,
734104,健喬凱基22購01,TW22Z7341045,2022/07/21,上櫃,,RWSCCA,
734105,晶呈凱基22購01,TW22Z7341052,2022/07/21,上櫃,,RWSCCA,
734106,鈺創凱基23購01,TW22Z7341060,2022/07/21,上櫃,,RWSCCA,
734107,漢磊凱基22購01,TW22Z7341078,2022/07/21,上櫃,,RWSCCA,
734108,漢磊凱基22購02,TW22Z7341086,2022/07/21,上櫃,,RWSCCA,
734109,譜瑞凱基22購01,TW22Z7341094,2022/07/21,上櫃,,RWSCCA,
734110,譜瑞凱基22購02,TW22Z7341102,2022/07/21,上櫃,,RWSCCA,
734111,譜瑞凱基22購03,TW22Z7341110,2022/07/21,上櫃,,RWSCCA,
734112,金居中信21購01,TW22Z7341128,2022/07/21,上櫃,,RWSCCE,
734113,漢磊中信21購01,TW22Z7341136,2022/07/21,上櫃,,RWSCCE,
734114,漢磊國泰23購01,TW22Z7341144,2022/07/21,上櫃,,RWSCCA,
734115,大國鋼永豐21購01,TW22Z7341151,2022/07/21,上櫃,,RWSCCA,
734116,宏觀永豐21購01,TW22Z7341169,2022/07/21,上櫃,,RWSCCA,
734117,旺矽永豐21購01,TW22Z7341177,2022/07/21,上櫃,,RWSCCA,
734118,博智永豐21購01,TW22Z7341185,2022/07/21,上櫃,,RWSCCA,
734119,晶呈永豐21購01,TW22Z7341193,2022/07/21,上櫃,,RWSCCA,
734120,晶焱永豐21購01,TW22Z7341201,2022/07/21,上櫃,,RWSCCA,
734121,鈊象永豐21購01,TW22Z7341219,2022/07/21,上櫃,,RWSCCA,
734122,榮剛永豐21購02,TW22Z7341227,2022/07/21,上櫃,,RWSCCA,
734123,漢磊永豐21購03,TW22Z7341235,2022/07/21,上櫃,,RWSCCA,
734124,漢磊永豐21購04,TW22Z7341243,2022/07/21,上櫃,,RWSCCA,
734125,聯亞永豐21購02,TW22Z7341250,2022/07/21,上櫃,,RWSCCA,
734126,譜瑞永豐21購01,TW22Z7341268,2022/07/21,上櫃,,RWSCCA,
734127,譜瑞永豐21購02,TW22Z7341276,2022/07/21,上櫃,,RWSCCA,
734128,譜瑞永豐21購03,TW22Z7341284,2022/07/21,上櫃,,RWSCCA,
734129,元太元大23購09,TW22Z7341292,2022/07/21,上櫃,,RWSCCA,
734130,元太元大23購10,TW22Z7341300,2022/07/21,上櫃,,RWSCCA,
734131,元太元大23購11,TW22Z7341318,2022/07/21,上櫃,,RWSCCA,
734132,先進光元大23購01,TW22Z7341326,2022/07/21,上櫃,,RWSCCA,
734133,家登元大23購01,TW22Z7341334,2022/07/21,上櫃,,RWSCCA,
734134,漢磊元大23購01,TW22Z7341342,2022/07/21,上櫃,,RWSCCA,
734135,漢磊元大23購02,TW22Z7341359,2022/07/21,上櫃,,RWSCCA,
734136,環球晶元大23購05,TW22Z7341367,2022/07/21,上櫃,,RWSCCA,
734137,環球晶元大25購03,TW22Z7341375,2022/07/21,上櫃,,RWSCCA,
734138,譜瑞元大23購01,TW22Z7341383,2022/07/21,上櫃,,RWSCCA,
734139,譜瑞元大23購02,TW22Z7341391,2022/07/21,上櫃,,RWSCCA,
734140,寶雅元大23購01,TW22Z7341409,2022/07/21,上櫃,,RWSCCA,
734141,漢磊統一25購01,TW22Z7341417,2022/07/21,上櫃,,RWSCCA,
734142,雙鴻統一23購01,TW22Z7341425,2022/07/21,上櫃,,RWSCCA,
734143,光頡兆豐23購01,TW22Z7341433,2022/07/21,上櫃,,RWSCCA,
734144,信驊兆豐23購01,TW22Z7341441,2022/07/21,上櫃,,RWSCCA,
734145,鈊象兆豐23購01,TW22Z7341458,2022/07/21,上櫃,,RWSCCA,
734146,環球晶兆豐22購01,TW22Z7341466,2022/07/21,上櫃,,RWSCCA,
734147,元太群益21購08,TW22Z7341474,2022/07/21,上櫃,,RWSCCA,
734148,漢磊群益21購03,TW22Z7341482,2022/07/21,上櫃,,RWSCCA,
734149,聚和群益21購01,TW22Z7341490,2022/07/21,上櫃,,RWSCCA,
734150,譜瑞群益21購01,TW22Z7341508,2022/07/21,上櫃,,RWSCCA,
734151,中探針富邦23購01,TW22Z7341516,2022/07/21,上櫃,,RWSCCA,
734152,中光電國票21購01,TW22Z7341524,2022/07/22,上櫃,,RWSCCA,
734153,榮剛國票22購01,TW22Z7341532,2022/07/22,上櫃,,RWSCCA,
734154,雙鴻國票22購01,TW22Z7341540,2022/07/22,上櫃,,RWSCCA,
734155,大學光元富21購03,TW22Z7341557,2022/07/22,上櫃,,RWSCCA,
734156,力旺凱基23購01,TW22Z7341565,2022/07/22,上櫃,,RWSCCA,
734157,力旺凱基23購02,TW22Z7341573,2022/07/22,上櫃,,RWSCCA,
734158,台半凱基22購04,TW22Z7341581,2022/07/22,上櫃,,RWSCCA,
734159,東洋凱基22購01,TW22Z7341599,2022/07/22,上櫃,,RWSCCA,
734160,東洋凱基22購02,TW22Z7341607,2022/07/22,上櫃,,RWSCCA,
734161,東洋凱基23購01,TW22Z7341615,2022/07/22,上櫃,,RWSCCA,
734162,家登凱基22購02,TW22Z7341623,2022/07/22,上櫃,,RWSCCA,
734163,鈺太凱基22購01,TW22Z7341631,2022/07/22,上櫃,,RWSCCA,
734164,力旺中信22購01,TW22Z7341649,2022/07/22,上櫃,,RWSCCE,
734165,高端中信21購01,TW22Z7341656,2022/07/22,上櫃,,RWSCCE,
734166,鈺創中信21購01,TW22Z7341664,2022/07/22,上櫃,,RWSCCE,
734167,晶宏國泰23購01,TW22Z7341672,2022/07/22,上櫃,,RWSCCA,
734168,智擎國泰23購02,TW22Z7341680,2022/07/22,上櫃,,RWSCCA,
734169,力旺永豐21購03,TW22Z7341698,2022/07/22,上櫃,,RWSCCA,
734170,力旺永豐21購04,TW22Z7341706,2022/07/22,上櫃,,RWSCCA,
734171,艾訊永豐21購01,TW22Z7341714,2022/07/22,上櫃,,RWSCCA,
734172,廣明永豐21購02,TW22Z7341722,2022/07/22,上櫃,,RWSCCA,
734173,家登群益22購02,TW22Z7341730,2022/07/22,上櫃,,RWSCCA,
734174,聯亞群益21購01,TW22Z7341748,2022/07/22,上櫃,,RWSCCA,
734175,博智富邦23購01,TW22Z7341755,2022/07/22,上櫃,,RWSCCA,
734176,元太元大23購12,TW22Z7341763,2022/07/22,上櫃,,RWSCCA,
734177,元太元大23購13,TW22Z7341771,2022/07/22,上櫃,,RWSCCA,
734178,元太元大23購14,TW22Z7341789,2022/07/22,上櫃,,RWSCCA,
734179,台半元大23購02,TW22Z7341797,2022/07/22,上櫃,,RWSCCA,
734180,先進光元大23購02,TW22Z7341805,2022/07/22,上櫃,,RWSCCA,
734181,先進光元大24購01,TW22Z7341813,2022/07/22,上櫃,,RWSCCA,
734182,先進光元大25購01,TW22Z7341821,2022/07/22,上櫃,,RWSCCA,
734183,鈊象元大23購01,TW22Z7341839,2022/07/22,上櫃,,RWSCCA,
734184,環球晶元大23購06,TW22Z7341847,2022/07/22,上櫃,,RWSCCA,
734185,環球晶元大23購07,TW22Z7341854,2022/07/22,上櫃,,RWSCCA,
734186,雙鴻元大23購02,TW22Z7341862,2022/07/22,上櫃,,RWSCCA,
734187,智擎麥證23購01,TW22Z7341870,2022/07/25,上櫃,,RWSCCE,
734188,鈊象麥證22購02,TW22Z7341888,2022/07/25,上櫃,,RWSCCE,
734189,元太康和23購03,TW22Z7341896,2022/07/25,上櫃,,RWSCCA,
734190,聯亞中信22購01,TW22Z7341904,2022/07/25,上櫃,,RWSCCE,
734191,M31永豐21購02,TW22Z7341912,2022/07/25,上櫃,,RWSCCA,
734192,台燿永豐21購02,TW22Z7341920,2022/07/25,上櫃,,RWSCCA,
734193,欣銓永豐21購02,TW22Z7341938,2022/07/25,上櫃,,RWSCCA,
734194,鈺太永豐21購03,TW22Z7341946,2022/07/25,上櫃,,RWSCCA,
734195,鈺創永豐21購02,TW22Z7341953,2022/07/25,上櫃,,RWSCCA,
734196,茂迪元富21購01,TW22Z7341961,2022/07/25,上櫃,,RWSCCA,
734197,元太凱基25購04,TW22Z7341979,2022/07/25,上櫃,,RWSCCA,
734198,台半凱基25購02,TW22Z7341987,2022/07/25,上櫃,,RWSCCA,
734199,台燿凱基22購01,TW22Z7341995,2022/07/25,上櫃,,RWSCCA,
734200,同致凱基22購01,TW22Z7342001,2022/07/25,上櫃,,RWSCCA,
734201,亞信凱基23購01,TW22Z7342019,2022/07/25,上櫃,,RWSCCA,
734202,長聖凱基22購02,TW22Z7342027,2022/07/25,上櫃,,RWSCCA,
734203,晶宏凱基22購02,TW22Z7342035,2022/07/25,上櫃,,RWSCCA,
734204,鈺太凱基25購01,TW22Z7342043,2022/07/25,上櫃,,RWSCCA,
734205,環球晶凱基23購04,TW22Z7342050,2022/07/25,上櫃,,RWSCCA,
734206,聯亞凱基25購01,TW22Z7342068,2022/07/25,上櫃,,RWSCCA,
734207,雙鴻凱基25購01,TW22Z7342076,2022/07/25,上櫃,,RWSCCA,
734208,寶雅凱基24購01,TW22Z7342084,2022/07/25,上櫃,,RWSCCA,
734209,M31元大23購01,TW22Z7342092,2022/07/25,上櫃,,RWSCCA,
734210,元太元大23購15,TW22Z7342100,2022/07/25,上櫃,,RWSCCA,
734211,元太元大23購16,TW22Z7342118,2022/07/25,上櫃,,RWSCCA,
734212,世界元大23購01,TW22Z7342126,2022/07/25,上櫃,,RWSCCA,
734213,正基元大23購01,TW22Z7342134,2022/07/25,上櫃,,RWSCCA,
734214,寶雅元大23購02,TW22Z7342142,2022/07/25,上櫃,,RWSCCA,
734215,尼克森群益23購01,TW22Z7342159,2022/07/26,上櫃,,RWSCCA,
734216,尼克森群益23購02,TW22Z7342167,2022/07/26,上櫃,,RWSCCA,
734217,正基群益21購02,TW22Z7342175,2022/07/26,上櫃,,RWSCCA,
734218,神準群益23購03,TW22Z7342183,2022/07/26,上櫃,,RWSCCA,
734219,晶宏群益23購01,TW22Z7342191,2022/07/26,上櫃,,RWSCCA,
734220,新普群益21購01,TW22Z7342209,2022/07/26,上櫃,,RWSCCA,
734221,雙鴻群益23購02,TW22Z7342217,2022/07/26,上櫃,,RWSCCA,
734222,台半國票23購03,TW22Z7342225,2022/07/26,上櫃,,RWSCCA,
734223,群聯國票23購03,TW22Z7342233,2022/07/26,上櫃,,RWSCCA,
734224,中美晶凱基23購02,TW22Z7342241,2022/07/26,上櫃,,RWSCCA,
734225,世界凱基23購01,TW22Z7342258,2022/07/26,上櫃,,RWSCCA,
734226,尼克森凱基23購01,TW22Z7342266,2022/07/26,上櫃,,RWSCCA,
734227,立端凱基23購01,TW22Z7342274,2022/07/26,上櫃,,RWSCCA,
734228,艾訊凱基23購01,TW22Z7342282,2022/07/26,上櫃,,RWSCCA,
734229,神準凱基23購01,TW22Z7342290,2022/07/26,上櫃,,RWSCCA,
734230,中美晶元大23購02,TW22Z7342308,2022/07/26,上櫃,,RWSCCA,
734231,中美晶元大23購03,TW22Z7342316,2022/07/26,上櫃,,RWSCCA,
734232,元太元大23購17,TW22Z7342324,2022/07/26,上櫃,,RWSCCA,
734233,元太元大23購18,TW22Z7342332,2022/07/26,上櫃,,RWSCCA,
734234,環球晶元大23購08,TW22Z7342340,2022/07/26,上櫃,,RWSCCA,
734235,環球晶元大23購09,TW22Z7342357,2022/07/26,上櫃,,RWSCCA,
734236,聯亞元大23購01,TW22Z7342365,2022/07/26,上櫃,,RWSCCA,
734237,大中永豐21購01,TW22Z7342373,2022/07/26,上櫃,,RWSCCA,
734238,中光電永豐21購01,TW22Z7342381,2022/07/26,上櫃,,RWSCCA,
734239,金居永豐21購02,TW22Z7342399,2022/07/26,上櫃,,RWSCCA,
734240,長聖永豐21購01,TW22Z7342407,2022/07/26,上櫃,,RWSCCA,
734241,茂達永豐21購02,TW22Z7342415,2022/07/26,上櫃,,RWSCCA,
734242,神準永豐21購03,TW22Z7342423,2022/07/26,上櫃,,RWSCCA,
734243,高端永豐21購03,TW22Z7342431,2022/07/26,上櫃,,RWSCCA,
734244,鈦昇永豐21購02,TW22Z7342449,2022/07/26,上櫃,,RWSCCA,
734245,新普永豐21購02,TW22Z7342456,2022/07/26,上櫃,,RWSCCA,
734246,雍智永豐21購01,TW22Z7342464,2022/07/26,上櫃,,RWSCCA,
734247,聚和永豐21購02,TW22Z7342472,2022/07/26,上櫃,,RWSCCA,
734248,精材元富24購02,TW22Z7342480,2022/07/27,上櫃,,RWSCCA,
734249,中天凱基23購01,TW22Z7342498,2022/07/27,上櫃,,RWSCCA,
734250,昇達科凱基23購01,TW22Z7342506,2022/07/27,上櫃,,RWSCCA,
734251,神準凱基23購02,TW22Z7342514,2022/07/27,上櫃,,RWSCCA,
734252,神準凱基24購01,TW22Z7342522,2022/07/27,上櫃,,RWSCCA,
734253,博智凱基23購01,TW22Z7342530,2022/07/27,上櫃,,RWSCCA,
734254,鈊象凱基2A購01,TW22Z7342548,2022/07/27,上櫃,,RWSCCA,
734255,廣運凱基23購01,TW22Z7342555,2022/07/27,上櫃,,RWSCCA,
734256,環球晶凱基23購05,TW22Z7342563,2022/07/27,上櫃,,RWSCCA,
734257,驊訊凱基23購02,TW22Z7342571,2022/07/27,上櫃,,RWSCCA,
734258,中美晶群益23購01,TW22Z7342589,2022/07/27,上櫃,,RWSCCA,
734259,宏觀群益23購01,TW22Z7342597,2022/07/27,上櫃,,RWSCCA,
734260,群聯群益21購02,TW22Z7342605,2022/07/27,上櫃,,RWSCCA,
734261,環球晶群益21購05,TW22Z7342613,2022/07/27,上櫃,,RWSCCA,
734262,大樹富邦23購01,TW22Z7342621,2022/07/27,上櫃,,RWSCCA,
734263,雙鴻兆豐25購01,TW22Z7342639,2022/07/27,上櫃,,RWSCCA,
734264,環球晶國泰23購02,TW22Z7342647,2022/07/27,上櫃,,RWSCCA,
734265,美琪瑪永豐21購01,TW22Z7342654,2022/07/27,上櫃,,RWSCCA,
734266,大宇資元大23購01,TW22Z7342662,2022/07/27,上櫃,,RWSCCA,
734267,台半元大23購03,TW22Z7342670,2022/07/27,上櫃,,RWSCCA,
734268,立端元大23購01,TW22Z7342688,2022/07/27,上櫃,,RWSCCA,
734269,宏觀元大23購01,TW22Z7342696,2022/07/27,上櫃,,RWSCCA,
734270,朋程元大23購01,TW22Z7342704,2022/07/27,上櫃,,RWSCCA,
734271,環球晶元大23購10,TW22Z7342712,2022/07/27,上櫃,,RWSCCA,
734272,環球晶元大23購11,TW22Z7342720,2022/07/27,上櫃,,RWSCCA,
734273,高端元富21購05,TW22Z7342738,2022/07/28,上櫃,,RWSCCA,
734274,聯亞元富21購02,TW22Z7342746,2022/07/28,上櫃,,RWSCCA,
734275,中天凱基25購01,TW22Z7342753,2022/07/28,上櫃,,RWSCCA,
734276,宏觀凱基23購01,TW22Z7342761,2022/07/28,上櫃,,RWSCCA,
734277,原相凱基23購01,TW22Z7342779,2022/07/28,上櫃,,RWSCCA,
734278,家登凱基23購01,TW22Z7342787,2022/07/28,上櫃,,RWSCCA,
734279,立端國票23購02,TW22Z7342795,2022/07/28,上櫃,,RWSCCA,
734280,家登國票21購01,TW22Z7342803,2022/07/28,上櫃,,RWSCCA,
734281,高端國票23購03,TW22Z7342811,2022/07/28,上櫃,,RWSCCA,
734282,健喬國票23購01,TW22Z7342829,2022/07/28,上櫃,,RWSCCA,
734283,台半康和23購01,TW22Z7342837,2022/07/28,上櫃,,RWSCCA,
734284,元太元大23購19,TW22Z7342845,2022/07/28,上櫃,,RWSCCA,
734285,元太元大23購20,TW22Z7342852,2022/07/28,上櫃,,RWSCCA,
734286,朋程元大23購02,TW22Z7342860,2022/07/28,上櫃,,RWSCCA,
734287,神準元大25購01,TW22Z7342878,2022/07/28,上櫃,,RWSCCA,
734288,鈊象元大23購02,TW22Z7342886,2022/07/28,上櫃,,RWSCCA,
734289,雙鴻元大23購03,TW22Z7342894,2022/07/28,上櫃,,RWSCCA,
734290,神準國泰23購01,TW22Z7342902,2022/07/28,上櫃,,RWSCCA,
734291,中天永豐21購01,TW22Z7342910,2022/07/28,上櫃,,RWSCCA,
734292,智擎群益23購03,TW22Z7342928,2022/07/28,上櫃,,RWSCCA,
734293,群聯群益21購03,TW22Z7342936,2022/07/28,上櫃,,RWSCCA,
734294,榮剛中信23購01,TW22Z7342944,2022/07/29,上櫃,,RWSCCE,
734295,環球晶國泰23購03,TW22Z7342951,2022/07/29,上櫃,,RWSCCA,
734296,穩懋國泰23購01,TW22Z7342969,2022/07/29,上櫃,,RWSCCA,
734297,家登永豐21購03,TW22Z7342977,2022/07/29,上櫃,,RWSCCA,
734298,聯亞永豐21購03,TW22Z7342985,2022/07/29,上櫃,,RWSCCA,
734299,中天國票23購01,TW22Z7342993,2022/07/29,上櫃,,RWSCCA,
734300,中天群益21購02,TW22Z7343009,2022/07/29,上櫃,,RWSCCA,
734301,宏觀群益21購01,TW22Z7343017,2022/07/29,上櫃,,RWSCCA,
734302,亞信群益23購01,TW22Z7343025,2022/07/29,上櫃,,RWSCCA,
734303,港建群益21購01,TW22Z7343033,2022/07/29,上櫃,,RWSCCA,
734304,群聯群益21購04,TW22Z7343041,2022/07/29,上櫃,,RWSCCA,
734305,聯亞群益23購01,TW22Z7343058,2022/07/29,上櫃,,RWSCCA,
734306,聯亞群益23購02,TW22Z7343066,2022/07/29,上櫃,,RWSCCA,
734307,長聖元富21購04,TW22Z7343074,2022/07/29,上櫃,,RWSCCA,
734308,元太凱基23購04,TW22Z7343082,2022/07/29,上櫃,,RWSCCA,
734309,鈦昇凱基23購01,TW22Z7343090,2022/07/29,上櫃,,RWSCCA,
734310,聯亞凱基23購01,TW22Z7343108,2022/07/29,上櫃,,RWSCCA,
734311,中天統一23購02,TW22Z7343116,2022/07/29,上櫃,,RWSCCA,
734312,家登富邦23購01,TW22Z7343124,2022/07/29,上櫃,,RWSCCA,
734313,晶宏富邦23購01,TW22Z7343132,2022/07/29,上櫃,,RWSCCA,
734314,元太第一25購01,TW22Z7343140,2022/07/29,上櫃,,RWSCCA,
734315,大中元大23購01,TW22Z7343157,2022/07/29,上櫃,,RWSCCA,
734316,良維元大23購01,TW22Z7343165,2022/07/29,上櫃,,RWSCCA,
734317,廣運元大23購01,TW22Z7343173,2022/07/29,上櫃,,RWSCCA,
734318,世界麥證23購01,TW22Z7343181,2022/08/01,上櫃,,RWSCCE,
734319,家登統一25購01,TW22Z7343199,2022/08/01,上櫃,,RWSCCA,
734320,中光電國票23購01,TW22Z7343207,2022/08/01,上櫃,,RWSCCA,
734321,聯亞國票23購02,TW22Z7343215,2022/08/01,上櫃,,RWSCCA,
734322,昇達科凱基25購01,TW22Z7343223,2022/08/01,上櫃,,RWSCCA,
734323,胡連凱基23購02,TW22Z7343231,2022/08/01,上櫃,,RWSCCA,
734324,群聯凱基25購02,TW22Z7343249,2022/08/01,上櫃,,RWSCCA,
734325,穩懋凱基23購02,TW22Z7343256,2022/08/01,上櫃,,RWSCCA,
734326,北基永豐21購01,TW22Z7343264,2022/08/01,上櫃,,RWSCCA,
734327,伍豐永豐21購01,TW22Z7343272,2022/08/01,上櫃,,RWSCCA,
734328,高端永豐21購04,TW22Z7343280,2022/08/01,上櫃,,RWSCCA,
734329,穩懋永豐21購03,TW22Z7343298,2022/08/01,上櫃,,RWSCCA,
734330,聯亞中信21購04,TW22Z7343306,2022/08/01,上櫃,,RWSCCE,
734331,譜瑞中信21購01,TW22Z7343314,2022/08/01,上櫃,,RWSCCE,
734332,高端國泰23購02,TW22Z7343322,2022/08/01,上櫃,,RWSCCA,
734333,中光電富邦23購01,TW22Z7343330,2022/08/01,上櫃,,RWSCCA,
734334,穩懋富邦23購01,TW22Z7343348,2022/08/01,上櫃,,RWSCCA,
734335,M31元大23購02,TW22Z7343355,2022/08/01,上櫃,,RWSCCA,
734336,中天元大23購01,TW22Z7343363,2022/08/01,上櫃,,RWSCCA,
734337,中探針元大27購01,TW22Z7343371,2022/08/01,上櫃,,RWSCCA,
734338,立端元大25購01,TW22Z7343389,2022/08/01,上櫃,,RWSCCA,
734339,亞信元大23購02,TW22Z7343397,2022/08/01,上櫃,,RWSCCA,
734340,晶宏元大25購01,TW22Z7343405,2022/08/01,上櫃,,RWSCCA,
734341,鈺太元大23購01,TW22Z7343413,2022/08/01,上櫃,,RWSCCA,
734342,聯亞元大23購02,TW22Z7343421,2022/08/01,上櫃,,RWSCCA,
734343,世界統一23購03,TW22Z7343439,2022/08/02,上櫃,,RWSCCA,
734344,神準統一26購01,TW22Z7343447,2022/08/02,上櫃,,RWSCCA,
734345,穩懋統一24購01,TW22Z7343454,2022/08/02,上櫃,,RWSCCA,
734346,神準麥證22購01,TW22Z7343462,2022/08/02,上櫃,,RWSCCE,
734347,穩懋麥證24購01,TW22Z7343470,2022/08/02,上櫃,,RWSCCE,
734348,譜瑞麥證23購01,TW22Z7343488,2022/08/02,上櫃,,RWSCCE,
734349,元太中信24購01,TW22Z7343496,2022/08/02,上櫃,,RWSCCE,
734350,良維國票23購02,TW22Z7343504,2022/08/02,上櫃,,RWSCCA,
734351,大學光永豐22購01,TW22Z7343512,2022/08/02,上櫃,,RWSCCA,
734352,家登永豐22購01,TW22Z7343520,2022/08/02,上櫃,,RWSCCA,
734353,神準元富25購01,TW22Z7343538,2022/08/02,上櫃,,RWSCCA,
734354,聯亞元富25購01,TW22Z7343546,2022/08/02,上櫃,,RWSCCA,
734355,穩懋元富24購01,TW22Z7343553,2022/08/02,上櫃,,RWSCCA,
734356,穩懋元富24購02,TW22Z7343561,2022/08/02,上櫃,,RWSCCA,
734357,岳豐凱基23購01,TW22Z7343579,2022/08/02,上櫃,,RWSCCA,
734358,岳豐凱基23購02,TW22Z7343587,2022/08/02,上櫃,,RWSCCA,
734359,岳豐凱基25購01,TW22Z7343595,2022/08/02,上櫃,,RWSCCA,
734360,鈺太凱基22購02,TW22Z7343603,2022/08/02,上櫃,,RWSCCA,
734361,精測凱基23購01,TW22Z7343611,2022/08/02,上櫃,,RWSCCA,
734362,中天元大24購02,TW22Z7343629,2022/08/02,上櫃,,RWSCCA,
734363,中天元大25購01,TW22Z7343637,2022/08/02,上櫃,,RWSCCA,
734364,中美晶元大24購02,TW22Z7343645,2022/08/02,上櫃,,RWSCCA,
734365,台半元大24購02,TW22Z7343652,2022/08/02,上櫃,,RWSCCA,
734366,神準元大24購03,TW22Z7343660,2022/08/02,上櫃,,RWSCCA,
734367,群聯元大24購01,TW22Z7343678,2022/08/02,上櫃,,RWSCCA,
734368,聯亞元大24購01,TW22Z7343686,2022/08/02,上櫃,,RWSCCA,
734369,穩懋元大24購02,TW22Z7343694,2022/08/02,上櫃,,RWSCCA,
734370,穩懋元大24購03,TW22Z7343702,2022/08/02,上櫃,,RWSCCA,
734371,驊訊元大26購01,TW22Z7343710,2022/08/02,上櫃,,RWSCCA,
734372,中美晶凱基22購02,TW22Z7343728,2022/08/03,上櫃,,RWSCCA,
734373,昇達科凱基24購01,TW22Z7343736,2022/08/03,上櫃,,RWSCCA,
734374,波若威凱基23購01,TW22Z7343744,2022/08/03,上櫃,,RWSCCA,
734375,雍智凱基22購01,TW22Z7343751,2022/08/03,上櫃,,RWSCCA,
734376,精測凱基24購01,TW22Z7343769,2022/08/03,上櫃,,RWSCCA,
734377,聯亞凱基24購01,TW22Z7343777,2022/08/03,上櫃,,RWSCCA,
734378,穩懋凱基23購03,TW22Z7343785,2022/08/03,上櫃,,RWSCCA,
734379,聯亞統一24購01,TW22Z7343793,2022/08/03,上櫃,,RWSCCA,
734380,穩懋統一24購02,TW22Z7343801,2022/08/03,上櫃,,RWSCCA,
734381,穩懋中信24購01,TW22Z7343819,2022/08/03,上櫃,,RWSCCE,
734382,榮剛國票23購02,TW22Z7343827,2022/08/03,上櫃,,RWSCCA,
734383,譜瑞國票23購01,TW22Z7343835,2022/08/03,上櫃,,RWSCCA,
734384,中天國泰24購01,TW22Z7343843,2022/08/03,上櫃,,RWSCCA,
734385,凡甲永豐22購01,TW22Z7343850,2022/08/03,上櫃,,RWSCCA,
734386,昇達科永豐22購01,TW22Z7343868,2022/08/03,上櫃,,RWSCCA,
734387,雍智永豐22購01,TW22Z7343876,2022/08/03,上櫃,,RWSCCA,
734388,精測永豐22購01,TW22Z7343884,2022/08/03,上櫃,,RWSCCA,
734389,台半兆豐23購01,TW22Z7343892,2022/08/03,上櫃,,RWSCCA,
734390,精測富邦23購01,TW22Z7343900,2022/08/03,上櫃,,RWSCCA,
